symbol,name,cryptocurrency,currency,summary,exchange,market
SUB-AUD,Substratum AUD,SUB,AUD,"Substratum (SUB) is a cryptocurrency and operates on the Ethereum platform. Substratum has a current supply of 472,000,000 with 383,020,999.96 in circulation. The last known price of Substratum is 0.00725363 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $14,084.68 traded over the last 24 hours. More information can be found at https://substratum.net/.",CCC,ccc_market
SUB-BTC,Substratum BTC,SUB,BTC,"Substratum (SUB) is a cryptocurrency and operates on the Ethereum platform. Substratum has a current supply of 472,000,000 with 383,020,999.96 in circulation. The last known price of Substratum is 0.00725363 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $14,084.68 traded over the last 24 hours. More information can be found at https://substratum.net/.",CCC,ccc_market
SUB-CAD,Substratum CAD,SUB,CAD,"Substratum (SUB) is a cryptocurrency and operates on the Ethereum platform. Substratum has a current supply of 472,000,000 with 383,020,999.96 in circulation. The last known price of Substratum is 0.00725363 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $14,084.68 traded over the last 24 hours. More information can be found at https://substratum.net/.",CCC,ccc_market
SUB-ETH,Substratum ETH,SUB,ETH,"Substratum (SUB) is a cryptocurrency and operates on the Ethereum platform. Substratum has a current supply of 472,000,000 with 383,020,999.96 in circulation. The last known price of Substratum is 0.00725363 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $14,084.68 traded over the last 24 hours. More information can be found at https://substratum.net/.",CCC,ccc_market
SUB-EUR,Substratum EUR,SUB,EUR,"Substratum (SUB) is a cryptocurrency and operates on the Ethereum platform. Substratum has a current supply of 472,000,000 with 383,020,999.96 in circulation. The last known price of Substratum is 0.00725363 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $14,084.68 traded over the last 24 hours. More information can be found at https://substratum.net/.",CCC,ccc_market
SUB-GBP,Substratum GBP,SUB,GBP,"Substratum (SUB) is a cryptocurrency and operates on the Ethereum platform. Substratum has a current supply of 472,000,000 with 383,020,999.96 in circulation. The last known price of Substratum is 0.00725363 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $14,084.68 traded over the last 24 hours. More information can be found at https://substratum.net/.",CCC,ccc_market
SUB-INR,Substratum INR,SUB,INR,"Substratum (SUB) is a cryptocurrency and operates on the Ethereum platform. Substratum has a current supply of 472,000,000 with 383,020,999.96 in circulation. The last known price of Substratum is 0.00725363 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $14,084.68 traded over the last 24 hours. More information can be found at https://substratum.net/.",CCC,ccc_market
SUB-JPY,Substratum JPY,SUB,JPY,"Substratum (SUB) is a cryptocurrency and operates on the Ethereum platform. Substratum has a current supply of 472,000,000 with 383,020,999.96 in circulation. The last known price of Substratum is 0.00725363 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $14,084.68 traded over the last 24 hours. More information can be found at https://substratum.net/.",CCC,ccc_market
SUB-RUB,Substratum RUB,SUB,RUB,"Substratum (SUB) is a cryptocurrency and operates on the Ethereum platform. Substratum has a current supply of 472,000,000 with 383,020,999.96 in circulation. The last known price of Substratum is 0.00725363 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $14,084.68 traded over the last 24 hours. More information can be found at https://substratum.net/.",CCC,ccc_market
SUB-USD,Substratum USD,SUB,USD,"Substratum (SUB) is a cryptocurrency and operates on the Ethereum platform. Substratum has a current supply of 472,000,000 with 383,020,999.96 in circulation. The last known price of Substratum is 0.00725363 USD and is up 0.35 over the last 24 hours. It is currently trading on 4 active market(s) with $14,084.68 traded over the last 24 hours. More information can be found at https://substratum.net/.",CCC,ccc_market
SUSHI-JPY,Sushi JPY,SUSHI,JPY,"SushiSwap (SUSHI) is a cryptocurrency and operates on the Ethereum platform. SushiSwap has a current supply of 214,097,742.3070959 with 127,244,443 in circulation. The last known price of SushiSwap is 13.60703225 USD and is down -4.54 over the last 24 hours. It is currently trading on 180 active market(s) with $532,736,276.30 traded over the last 24 hours. More information can be found at https://sushiswap.org/.",CCC,ccc_market
SUSHI-KRW,Sushi KRW,SUSHI,KRW,"SushiSwap (SUSHI) is a cryptocurrency and operates on the Ethereum platform. SushiSwap has a current supply of 214,097,742.3070959 with 127,244,443 in circulation. The last known price of SushiSwap is 13.60703225 USD and is down -4.54 over the last 24 hours. It is currently trading on 180 active market(s) with $532,736,276.30 traded over the last 24 hours. More information can be found at https://sushiswap.org/.",CCC,ccc_market
SUSHI-RUB,Sushi RUB,SUSHI,RUB,"SushiSwap (SUSHI) is a cryptocurrency and operates on the Ethereum platform. SushiSwap has a current supply of 214,097,742.3070959 with 127,244,443 in circulation. The last known price of SushiSwap is 13.60703225 USD and is down -4.54 over the last 24 hours. It is currently trading on 180 active market(s) with $532,736,276.30 traded over the last 24 hours. More information can be found at https://sushiswap.org/.",CCC,ccc_market
SUSHI-USD,Sushi USD,SUSHI,USD,"SushiSwap (SUSHI) is a cryptocurrency and operates on the Ethereum platform. SushiSwap has a current supply of 214,097,742.3070959 with 127,244,443 in circulation. The last known price of SushiSwap is 13.60703225 USD and is down -4.54 over the last 24 hours. It is currently trading on 180 active market(s) with $532,736,276.30 traded over the last 24 hours. More information can be found at https://sushiswap.org/.",CCC,ccc_market
SYS-BTC,Syscoin BTC,SYS,BTC,"Syscoin (SYS) is a cryptocurrency . Users are able to generate SYS through the process of mining. Syscoin has a current supply of 611,464,937.0044566. The last known price of Syscoin is 0.69719012 USD and is up 16.02 over the last 24 hours. It is currently trading on 12 active market(s) with $23,564,894.53 traded over the last 24 hours. More information can be found at http://syscoin.org.",CCC,ccc_market
SYS-CAD,Syscoin CAD,SYS,CAD,"Syscoin (SYS) is a cryptocurrency . Users are able to generate SYS through the process of mining. Syscoin has a current supply of 611,464,937.0044566. The last known price of Syscoin is 0.69719012 USD and is up 16.02 over the last 24 hours. It is currently trading on 12 active market(s) with $23,564,894.53 traded over the last 24 hours. More information can be found at http://syscoin.org.",CCC,ccc_market
SYS-CNY,Syscoin CNY,SYS,CNY,"Syscoin (SYS) is a cryptocurrency . Users are able to generate SYS through the process of mining. Syscoin has a current supply of 611,464,937.0044566. The last known price of Syscoin is 0.69719012 USD and is up 16.02 over the last 24 hours. It is currently trading on 12 active market(s) with $23,564,894.53 traded over the last 24 hours. More information can be found at http://syscoin.org.",CCC,ccc_market
SYS-ETH,Syscoin ETH,SYS,ETH,"Syscoin (SYS) is a cryptocurrency . Users are able to generate SYS through the process of mining. Syscoin has a current supply of 611,464,937.0044566. The last known price of Syscoin is 0.69719012 USD and is up 16.02 over the last 24 hours. It is currently trading on 12 active market(s) with $23,564,894.53 traded over the last 24 hours. More information can be found at http://syscoin.org.",CCC,ccc_market
SYS-EUR,Syscoin EUR,SYS,EUR,"Syscoin (SYS) is a cryptocurrency . Users are able to generate SYS through the process of mining. Syscoin has a current supply of 611,464,937.0044566. The last known price of Syscoin is 0.69719012 USD and is up 16.02 over the last 24 hours. It is currently trading on 12 active market(s) with $23,564,894.53 traded over the last 24 hours. More information can be found at http://syscoin.org.",CCC,ccc_market
SYS-GBP,Syscoin GBP,SYS,GBP,"Syscoin (SYS) is a cryptocurrency . Users are able to generate SYS through the process of mining. Syscoin has a current supply of 611,464,937.0044566. The last known price of Syscoin is 0.69719012 USD and is up 16.02 over the last 24 hours. It is currently trading on 12 active market(s) with $23,564,894.53 traded over the last 24 hours. More information can be found at http://syscoin.org.",CCC,ccc_market
SYS-INR,Syscoin INR,SYS,INR,"Syscoin (SYS) is a cryptocurrency . Users are able to generate SYS through the process of mining. Syscoin has a current supply of 611,464,937.0044566. The last known price of Syscoin is 0.69719012 USD and is up 16.02 over the last 24 hours. It is currently trading on 12 active market(s) with $23,564,894.53 traded over the last 24 hours. More information can be found at http://syscoin.org.",CCC,ccc_market
SYS-KRW,Syscoin KRW,SYS,KRW,"Syscoin (SYS) is a cryptocurrency . Users are able to generate SYS through the process of mining. Syscoin has a current supply of 611,464,937.0044566. The last known price of Syscoin is 0.69719012 USD and is up 16.02 over the last 24 hours. It is currently trading on 12 active market(s) with $23,564,894.53 traded over the last 24 hours. More information can be found at http://syscoin.org.",CCC,ccc_market
SYS-RUB,Syscoin RUB,SYS,RUB,"Syscoin (SYS) is a cryptocurrency . Users are able to generate SYS through the process of mining. Syscoin has a current supply of 611,464,937.0044566. The last known price of Syscoin is 0.69719012 USD and is up 16.02 over the last 24 hours. It is currently trading on 12 active market(s) with $23,564,894.53 traded over the last 24 hours. More information can be found at http://syscoin.org.",CCC,ccc_market
SYS-USD,Syscoin USD,SYS,USD,"Syscoin (SYS) is a cryptocurrency . Users are able to generate SYS through the process of mining. Syscoin has a current supply of 611,464,937.0044566. The last known price of Syscoin is 0.69719012 USD and is up 16.02 over the last 24 hours. It is currently trading on 12 active market(s) with $23,564,894.53 traded over the last 24 hours. More information can be found at http://syscoin.org.",CCC,ccc_market
TAAS-BTC,TaaS BTC,TAAS,BTC,"TaaS (TAAS) is a cryptocurrency token and operates on the Ethereum platform. TaaS has a current supply of 8,146,000.779. The last known price of TaaS is $1.00 USD and is up 5.23% over the last 24 hours. It is currently trading on 2 active market(s) with $515.50 traded over the last 24 hours. More information can be found at https://taas.fund/.",CCC,ccc_market
TAAS-CAD,TaaS CAD,TAAS,CAD,"TaaS (TAAS) is a cryptocurrency token and operates on the Ethereum platform. TaaS has a current supply of 8,146,000.779. The last known price of TaaS is $1.00 USD and is up 5.23% over the last 24 hours. It is currently trading on 2 active market(s) with $515.50 traded over the last 24 hours. More information can be found at https://taas.fund/.",CCC,ccc_market
TAAS-CNY,TaaS CNY,TAAS,CNY,"TaaS (TAAS) is a cryptocurrency token and operates on the Ethereum platform. TaaS has a current supply of 8,146,000.779. The last known price of TaaS is $1.00 USD and is up 5.23% over the last 24 hours. It is currently trading on 2 active market(s) with $515.50 traded over the last 24 hours. More information can be found at https://taas.fund/.",CCC,ccc_market
TAAS-ETH,TaaS ETH,TAAS,ETH,"TaaS (TAAS) is a cryptocurrency token and operates on the Ethereum platform. TaaS has a current supply of 8,146,000.779. The last known price of TaaS is $1.00 USD and is up 5.23% over the last 24 hours. It is currently trading on 2 active market(s) with $515.50 traded over the last 24 hours. More information can be found at https://taas.fund/.",CCC,ccc_market
TAAS-EUR,TaaS EUR,TAAS,EUR,"TaaS (TAAS) is a cryptocurrency token and operates on the Ethereum platform. TaaS has a current supply of 8,146,000.779. The last known price of TaaS is $1.00 USD and is up 5.23% over the last 24 hours. It is currently trading on 2 active market(s) with $515.50 traded over the last 24 hours. More information can be found at https://taas.fund/.",CCC,ccc_market
